ID,label,statement,subject,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_on_fire_count,context,target,words
6916.json,false,"if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!",social-security,senior-citizens-league,advocacy group for senior citizens,Virginia,none,1.0,1.0,0.0,0.0,0.0,mailer,0,"['if', 'the', 'agreement', 'goes', 'into', 'effect,', 'the', 'millions', 'of', 'mexican', 'citizens', 'who', 'will', 'become', 'eligible', 'for', 'social', 'security', 'benefits', 'may', 'have', 'a', 'far', 'stronger', 'claim', 'to', 'benefits', 'and', 'protection', 'against', 'cuts', 'than', 'u', '.s', '.', 'citizens!']"
8720.json,pants-fire,"Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker.","crime,legal-issues,pundits,unions,women",our-daughters-ri,,Rhode Island,organization,0.0,0.0,0.0,0.0,1.0,an online petition,0,"['earlier', 'this', 'year,', '[john', 'depetro]', 'was', 'accused', 'of', 'sexually', 'assaulting', 'a', 'female', 'co-worker', '.']"
12784.json,half-true,The approval of the United States was 20 points higher when (Hillary Clinton) left the secretary of states office than when she took it.,"foreign-policy,job-accomplishments,polls",bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,a speech at the Democratic National Convention in Philadelphia,1,"['the', 'approval', 'of', 'the', 'united', 'states', 'was', '20', 'points', 'higher', 'when', '(hillary', 'clinton)', 'left', 'the', 'secretary', 'of', 'states', 'office', 'than', 'when', 'she', 'took', 'it', '.']"
97.json,mostly-true,Bill Richardson is the only major Democratic candidate with a plan to withdraw all American troops from Iraq. All of the other major Democratic candidates support leaving American troops in Iraq indefinitely.,iraq,bill-richardson,Governor,New Mexico,democrat,1.0,2.0,3.0,8.0,1.0,,2,"['bill', 'richardson', 'is', 'the', 'only', 'major', 'democratic', 'candidate', 'with', 'a', 'plan', 'to', 'withdraw', 'all', 'american', 'troops', 'from', 'iraq', '.', 'all', 'of', 'the', 'other', 'major', 'democratic', 'candidates', 'support', 'leaving', 'american', 'troops', 'in', 'iraq', 'indefinitely', '.']"
9464.json,half-true,"There are 278 Republicans in Congress. (With Eric Cantors defeat), they are now all Christian and all white except for one black senator, who was appointed.","congress,diversity,religion",bill-maher,Host of Real Time with Bill Maher,California,independent,0.0,3.0,1.0,5.0,0.0,"a ""Real Time with Bill Maher"" episode",1,"['there', 'are', '278', 'republicans', 'in', 'congress', '.', '(with', 'eric', 'cantors', 'defeat),', 'they', 'are', 'now', 'all', 'christian', 'and', 'all', 'white', 'except', 'for', 'one', 'black', 'senator,', 'who', 'was', 'appointed', '.']"
3074.json,pants-fire,"If the Stamp Farm wind turbine is built, the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures.","energy,environment",laurence-ehrhardt,State Representative,Rhode Island,republican,0.0,0.0,0.0,0.0,1.0,a commentary in The Providence Journal,0,"['if', 'the', 'stamp', 'farm', 'wind', 'turbine', 'is', 'built,', 'the', 'health', 'risk', 'of', 'flicker', 'impact', 'created', 'by', 'shadows', 'of', 'blades', 'of', 'turbines', 'poses', 'real', 'and', 'significant', 'health', 'risks,', 'particularly', 'seizures', '.']"
7924.json,barely-true,"On immigration reform, Marco Rubio all along has been saying, We have to have border security first and then he gets on Spanish TV, he ends up saying, No, no. That will never get in the way.","candidates-biography,immigration",dana-rohrabacher,,California,republican,1.0,0.0,0.0,0.0,0.0,an interview on WND Radio,1,"['on', 'immigration', 'reform,', 'marco', 'rubio', 'all', 'along', 'has', 'been', 'saying,', 'we', 'have', 'to', 'have', 'border', 'security', 'first', 'and', 'then', 'he', 'gets', 'on', 'spanish', 'tv,', 'he', 'ends', 'up', 'saying,', 'no,', 'no', '.', 'that', 'will', 'never', 'get', 'in', 'the', 'way', '.']"
4086.json,false,Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt.,"deficit,federal-budget",jim-demint,"President, Heritage Foundation",South Carolina,republican,4.0,4.0,0.0,0.0,1.0,a news release,0,"['says', 'u', '.s', '.', 'sen', '.', 'sherrod', 'brown', 'is', 'responsible', 'for', 'over', '$14', 'trillion', 'in', 'debt', '.']"
2434.json,pants-fire,"Under Tom Barretts leadership, violent crime in Milwaukee has decreased by over 20% -- to its lowest levels in more than 20 years.","crime,job-accomplishments",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,a statement on campaign web site,0,"['under', 'tom', 'barretts', 'leadership,', 'violent', 'crime', 'in', 'milwaukee', 'has', 'decreased', 'by', 'over', '20%', '--', 'to', 'its', 'lowest', 'levels', 'in', 'more', 'than', '20', 'years', '.']"
10727.json,mostly-true,"Florida has the most concealed weapon permits in the nation, nearly double that of the second state, which is Texas.","corrections-and-updates,guns",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,a speech to the NRA,2,"['florida', 'has', 'the', 'most', 'concealed', 'weapon', 'permits', 'in', 'the', 'nation,', 'nearly', 'double', 'that', 'of', 'the', 'second', 'state,', 'which', 'is', 'texas', '.']"
5522.json,half-true,Says Gov. Scott Walker didnt balance the budget so we now have a larger state deficit 14 months into (his) term than we did when he was elected.,state-budget,kathleen-falk,,,democrat,1.0,3.0,3.0,1.0,0.0,an appearance at Marquette University,1,"['says', 'gov', '.', 'scott', 'walker', 'didnt', 'balance', 'the', 'budget', 'so', 'we', 'now', 'have', 'a', 'larger', 'state', 'deficit', '14', 'months', 'into', '(his)', 'term', 'than', 'we', 'did', 'when', 'he', 'was', 'elected', '.']"
3425.json,false,"Building and running the Atlanta Streetcar is projected to create 1,399 jobs.",transportation,john-lewis,Congressman,Georgia,democrat,0.0,1.0,2.0,1.0,0.0,a newsletter to constituents,0,"['building', 'and', 'running', 'the', 'atlanta', 'streetcar', 'is', 'projected', 'to', 'create', '1,399', 'jobs', '.']"
9121.json,false,"Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5%.","bipartisanship,elections,job-accomplishments,jobs,labor,states",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,a radio commentary,0,"['wisconsin', 'is', 'one', 'of', 'the', 'bluest', 'states,', 'but', 'under', 'scott', 'walker', 'its', 'unemployment', 'rate', 'is', 'around', '3', '.5%', '.']"
8335.json,true,The highest paid employee of the State of Rhode Island is a basketball coach.,"education,sports,state-budget",deadspin,,,none,0.0,0.0,0.0,0.0,0.0,a website,2,"['the', 'highest', 'paid', 'employee', 'of', 'the', 'state', 'of', 'rhode', 'island', 'is', 'a', 'basketball', 'coach', '.']"
10986.json,mostly-true,"After (Jeb) Bushs two terms in office, Floridas graduation rate was dead last and remains near the bottom.",education,dan-gelber,,Florida,democrat,2.0,2.0,1.0,3.0,0.0,a Miami Herald op-ed,2,"['after', '(jeb)', 'bushs', 'two', 'terms', 'in', 'office,', 'floridas', 'graduation', 'rate', 'was', 'dead', 'last', 'and', 'remains', 'near', 'the', 'bottom', '.']"
8033.json,barely-true,Farming is one of the fastest growing areas of our economy.,"agriculture,economy",lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,a newspaper story,1,"['farming', 'is', 'one', 'of', 'the', 'fastest', 'growing', 'areas', 'of', 'our', 'economy', '.']"
10612.json,false,Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.,"Alcohol,drugs,marijuana",nancy-devaney,"chairwoman, Ocean State Prevention Alliance",Rhode Island,newsmaker,0.0,1.0,0.0,1.0,0.0,a TV interview,0,"['weve', 'seen', 'the', 'increase', 'of', 'alcohol', 'use', 'for', 'underage', 'kids', 'even', 'though', 'alcohol', 'has', 'been', 'illegal', '.', '.', '.', 'for', 'kids', 'under', '21', '.']"
4512.json,false,"If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.",health-care,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,the Fox News Google debate in Orlando,0,"['if', 'we', 'had', 'been', 'on', 'obamacare', 'and', 'a', 'bureaucrat', 'was', 'trying', 'to', 'tell', 'me', 'when', 'i', 'could', 'get', 'that', 'cat', 'scan,', 'that', 'would', 'have', 'delayed', 'my', 'treatment', '.']"
5143.json,mostly-true,The proposed Keystone XL oil pipeline is a bipartisan proposal.,"bipartisanship,climate-change,environment",rob-cornilles,consultant,Oregon,republican,1.0,1.0,3.0,1.0,1.0,a debate,2,"['the', 'proposed', 'keystone', 'xl', 'oil', 'pipeline', 'is', 'a', 'bipartisan', 'proposal', '.']"
3580.json,barely-true,A Republican proposal changes Medicare for those under age 55 so that they will participate in the same kind of health plan that members of Congress do.,"corrections-and-updates,federal-budget,health-care,medicare,abc-news-week",mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,"an interview on ""This Week with Christiane Amanpour""",1,"['a', 'republican', 'proposal', 'changes', 'medicare', 'for', 'those', 'under', 'age', '55', 'so', 'that', 'they', 'will', 'participate', 'in', 'the', 'same', 'kind', 'of', 'health', 'plan', 'that', 'members', 'of', 'congress', 'do', '.']"
6019.json,barely-true,Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law.,"corrections-and-updates,education,federal-budget,health-care",kelly-ayotte,U.S. Senator,New Hampshire,republican,2.0,1.0,1.0,4.0,0.0,an email to the news media,1,"['says', 'the', 'affordable', 'care', 'act', 'was', 'a', 'federal', 'takeover', 'of', 'the', 'student', 'loan', 'industry', 'and', 'profits', 'on', 'the', 'loans', 'go', 'to', 'help', 'pay', 'for', 'the', 'health', 'care', 'law', '.']"
1469.json,false,Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' ,candidates-biography,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,an interview with FoxNews.com,0,"['barack', 'obama', 'had', '150', 'days', 'in', 'the', 'u', '.s', '.', 'senate', 'where', 'he', 'was', 'able', 'to', 'vote', 'quite', 'often', ""'present"", "".'""]"
2421.json,half-true,Wisconsin is one of the highest taxed states in the nation.,taxes,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a statement on campaign web site,1,"['wisconsin', 'is', 'one', 'of', 'the', 'highest', 'taxed', 'states', 'in', 'the', 'nation', '.']"
3350.json,pants-fire,Says Michelle Obama has 43 people on her staff; Nancy Reagan had just 3.,"deficit,federal-budget,pundits",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,his radio program,0,"['says', 'michelle', 'obama', 'has', '43', 'people', 'on', 'her', 'staff;', 'nancy', 'reagan', 'had', 'just', '3', '.']"
9527.json,false,The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.,supreme-court,bob-goodlatte,U.S. Congressman,Virginia,republican,0.0,1.0,4.0,3.0,0.0,"comments on ""Fox News Sunday""",0,"['the', '9-0', 'decision', 'last', 'week', 'was', 'the', '13th', 'time', 'the', 'supreme', 'court', 'voted', '9-0', 'that', 'the', 'president', 'had', 'exceeded', 'his', 'constitutional', 'authority', '.']"
6872.json,false,"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.","health-care,medicare,privacy,public-health",tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,an interview,0,"['says', 'tammy', 'baldwin', 'supports', 'a', 'law', 'in', 'which', 'government', 'will', 'take', 'over', 'your', 'decisions', 'on', 'medicine,', 'on', 'doctors', 'and', 'on', 'hospitals', '.']"
7703.json,barely-true,Why is President Obama unnecessarily delaying your flight? FAA could cut other spending.,federal-budget,eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,a tweet,1,"['why', 'is', 'president', 'obama', 'unnecessarily', 'delaying', 'your', 'flight', '?', 'faa', 'could', 'cut', 'other', 'spending', '.']"
8653.json,half-true,"John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.","corrections-and-updates,debt,financial-regulation,health-care,taxes",senate-conservatives-fund,Political action committee,Virginia,republican,0.0,0.0,1.0,0.0,0.0,as quoted by Politico,1,"['john', 'cornyn', 'has', 'voted', 'to', 'increase', 'the', 'debt,', 'raise', 'taxes,', 'bail', 'out', 'wall', 'street', 'banks', 'and', 'fund', 'obamacare', '.']"
12255.json,true,"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign.","campaign-finance,state-finances,taxes",ohio-democratic-party,,Ohio,democrat,4.0,1.0,2.0,2.0,2.0,a Facebook post,2,"['says', 'republican', 'presidential', 'candidate', 'and', 'gov', '.', 'john', 'kasich', 'has', 'spent', '177', 'days', 'out', 'of', 'state', 'and', 'used', '$350,000', 'in', 'taxpayer', 'money', 'on', 'his', 'costly', 'campaign', '.']"
5019.json,pants-fire,"Ever wonder why no one ever came forward from Obamas past, saying they knew him, attended school with him, was his friend, etc.? Not one person has ever come forward from his past.",candidates-biography,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,0,"['ever', 'wonder', 'why', 'no', 'one', 'ever', 'came', 'forward', 'from', 'obamas', 'past,', 'saying', 'they', 'knew', 'him,', 'attended', 'school', 'with', 'him,', 'was', 'his', 'friend,', 'etc', '.', '?', 'not', 'one', 'person', 'has', 'ever', 'come', 'forward', 'from', 'his', 'past', '.']"
12778.json,mostly-true,California has the sixth largest economy on planet Earth.,"economy,housing",kevin-de-leon,California Senate leader,California,democrat,0.0,0.0,0.0,3.0,0.0,a speech at the Democratic National Convention.,2,"['california', 'has', 'the', 'sixth', 'largest', 'economy', 'on', 'planet', 'earth', '.']"
5080.json,false,Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.,"environment,government-regulation",kelda-helen-roys,,,democrat,0.0,1.0,1.0,0.0,0.0,a news release,0,"['says', 'area', 'near', 'proposed', 'northern', 'wisconsin', 'iron', 'ore', 'mine', 'is', '15', 'hours', 'away', 'from', 'where', 'public', 'hearing', 'on', 'mining', 'was', 'held', '.']"
6012.json,true,The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,"baseball,corporations,economy,state-finances,voting-record",dennis-algiere,Banker,Rhode Island,republican,0.0,0.0,0.0,0.0,0.0,a letter to the editor,2,"['the', 'legislature', 'was', 'never', 'given', 'the', 'opportunity', 'to', 'debate', 'or', 'vote', 'on', 'loaning', '$75', 'million', 'to', '38', 'studios', '.']"
380.json,mostly-true,When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.,economy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a campaign rally in Houston, Texas",2,"['when', ""we've"", 'got', 'ceos', 'making', 'more', 'in', '10', 'minutes', 'than', 'ordinary', 'workers', 'are', 'making', 'in', 'a', 'year', '.', '.', '.', 'then', 'something', 'is', 'wrong', '.']"
10177.json,half-true,Says U.S. Senate candidate Michelle Nunn was handpicked by President Barack Obama,"bipartisanship,elections",david-perdue,U.S. Senate candidate,Georgia,republican,5.0,1.0,4.0,5.0,1.0,a U.S. Senate debate,1,"['says', 'u', '.s', '.', 'senate', 'candidate', 'michelle', 'nunn', 'was', 'handpicked', 'by', 'president', 'barack', 'obama']"
